Date,EventID,Site,School,Zone,Organism,Unit,"Count Mean","Sample Size","Standard Deviation","Standard Error","95% Confidence Interval","Collected Samples","Checked By"
02-18-2009,02-18-2009,"Fitzgerald Marine Reserve","Sacred Heart Cathedral Prep","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.45,11,1.16,0.35,"[-0.23,1.14]","{0,0,0,1,0,4,0,0,0,0,0}",None
03-04-2009,03-04-2009,"Fitzgerald Marine Reserve","El Camino HIgh School","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.85,13,1.23,0.34,"[0.18,1.52]","{0,1,1,0,0,0,3,0,1,1,0,0,4}",None
03-05-2009,03-05-2009,"Fitzgerald Marine Reserve","El Camino HIgh School","Mid Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0,5,0,0,"[0,0]","{0,0,0,0,0}",None
03-18-2009,03-18-2009,"Fitzgerald Marine Reserve","Drew School","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",1,13,1.47,0.41,"[0.2,1.8]","{0,0,2,0,1,0,0,4,0,0,4,2,0}",None
04-28-2009,04-28-2009,"Fitzgerald Marine Reserve","Saint Francis High School","Mid Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",2,23,5.9,1.23,"[-0.41,4.41]","{16,0,0,0,1,0,3,0,0,0,0,25,0,1,0,0,0,0,0,0,0,0,0}",None
04-29-2009,04-29-2009,"Fitzgerald Marine Reserve","Edna Brewer Middle School","Mid Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.17,23,0.64,0.13,"[-0.09,0.43]","{0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0}",None
05-01-2009,05-01-2009,"Fitzgerald Marine Reserve","Clayton Valley High School","Mid Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.09,11,0.29,0.09,"[-0.08,0.26]","{0,0,0,0,0,0,0,1,0,0,0}",None
11-14-2009,11-14-2009,"Fitzgerald Marine Reserve","Farallones Marine Sanctuary Association","Mid Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0,4,0,0,"[0,0]","{0,0,0,0}",None
01-13-2010,01-13-2010,"Fitzgerald Marine Reserve","Farallones Marine Sanctuary Association","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.75,12,0.72,0.21,"[0.34,1.16]","{0,1,1,1,0,2,0,1,1,0,0,2}",None
02-08-2010,02-08-2010,"Fitzgerald Marine Reserve","Terra Nova High School","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.13,16,0.48,0.12,"[-0.11,0.36]","{0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0}",None
03-22-2010,03-22-2010,"Fitzgerald Marine Reserve","Lick Wilmerding HS","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.17,6,0.37,0.15,"[-0.13,0.46]","{0,0,0,0,0,1}",None
03-23-2010,03-23-2010,"Fitzgerald Marine Reserve","Burlingame High School","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",1.5,4,2.6,1.3,"[-1.05,4.05]","{0,6,0,0}",None
04-20-2010,04-20-2010,"Fitzgerald Marine Reserve","Piedmont High School","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.62,13,1.15,0.32,"[-0.01,1.24]","{0,4,0,2,0,0,0,1,1,0,0,0,0}",None
04-21-2010,04-21-2010,"Fitzgerald Marine Reserve","Piedmont High School","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.54,13,0.93,0.26,"[0.03,1.04]","{0,0,2,0,3,0,0,1,1,0,0,0,0}",None
05-18-2010,05-18-2010,"Fitzgerald Marine Reserve","Stuart Hall High School","Mid Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0,12,0,0,"[0,0]","{0,0,0,0,0,0,0,0,0,0,0,0}",None
05-19-2010,05-19-2010,"Fitzgerald Marine Reserve","Stuart Hall High School","Mid Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.93,14,1.79,0.48,"[-0.01,1.87]","{0,4,0,0,0,2,0,0,6,0,0,0,1,0}",None
05-19-2010,05-19-2010,"Fitzgerald Marine Reserve","Stuart Hall High School","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",1.5,2,1.5,1.06,"[-0.58,3.58]","{0,3}",None
06-02-2010,06-02-2010,"Fitzgerald Marine Reserve","Clayton Valley High School","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.33,12,0.75,0.22,"[-0.09,0.76]","{2,0,2,0,0,0,0,0,0,0,0,0}",None
08-12-2010,08-12-2010,"Fitzgerald Marine Reserve","Farallones Marine Sanctuary Association","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.47,17,0.78,0.19,"[0.1,0.84]","{0,0,0,1,0,1,2,0,0,2,0,0,0,0,0,0,2}",None
11-03-2010,11-03-2010,"Fitzgerald Marine Reserve","Farallones Marine Sanctuary Association","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.88,8,0.78,0.28,"[0.33,1.42]","{1,0,0,1,2,0,1,2}",None
11-06-2010,11-06-2010,"Fitzgerald Marine Reserve","City College of San Francisco","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",1.67,12,4.37,1.26,"[-0.8,4.14]","{0,0,1,0,0,0,2,1,0,0,0,16}",None
12-06-2010,12-06-2010,"Fitzgerald Marine Reserve","Aragon High School","Mid Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0,8,0,0,"[0,0]","{0,0,0,0,0,0,0,0}",None
01-19-2011,01-19-2011,"Fitzgerald Marine Reserve","Farallones Marine Sanctuary Association","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.42,12,0.76,0.22,"[-0.01,0.85]","{0,0,0,0,0,2,0,0,0,1,2,0}",None
01-20-2011,01-20-2011,"Fitzgerald Marine Reserve","Aragon High School","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.11,9,0.31,0.1,"[-0.09,0.32]","{0,0,0,0,0,0,0,1,0}",None
04-07-2011,04-07-2011,"Fitzgerald Marine Reserve","Saint Francis High School","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.53,32,1,0.18,"[0.18,0.88]","{0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,3,0,2,0,4,0,0,0,1,0}",None
04-12-2011,04-12-2011,"Fitzgerald Marine Reserve","Burlingame High School","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.61,23,1.37,0.29,"[0.05,1.17]","{0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,1,0,0,6,1,0}",None
04-21-2011,04-21-2011,"Fitzgerald Marine Reserve","Crystal Springs Uplands School","Mid Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",2.56,18,6.73,1.59,"[-0.56,5.67]","{0,20,0,0,1,0,23,0,0,0,0,0,0,0,0,0,2,0}",None
05-07-2011,05-07-2011,"Fitzgerald Marine Reserve","Earth Team","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",1.15,20,1.35,0.3,"[0.56,1.74]","{2,1,0,0,0,3,0,4,3,0,2,0,1,0,1,1,4,0,1,0}",None
06-07-2011,06-07-2011,"Fitzgerald Marine Reserve","Terra Nova High School","Mid Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",2,13,6.64,1.84,"[-1.61,5.61]","{0,0,0,0,0,0,25,0,0,0,1,0,0}",None
08-31-2011,08-31-2011,"Fitzgerald Marine Reserve","Farallones Marine Sanctuary Association","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.89,9,0.99,0.33,"[0.24,1.54]","{1,0,2,1,0,3,0,1,0}",None
11-06-2011,11-06-2011,"Fitzgerald Marine Reserve","City College of San Francisco","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.79,19,1.4,0.32,"[0.16,1.42]","{4,0,2,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,4}",None
03-14-2012,03-14-2012,"Fitzgerald Marine Reserve","Lick Wilmerding HS","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",2.25,8,1.79,0.63,"[1.01,3.49]","{2,3,2,0,2,6,3,0}",None
04-11-2012,04-11-2012,"Fitzgerald Marine Reserve","City College of San Francisco","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.88,8,1.05,0.37,"[0.15,1.6]","{0,0,1,2,3,1,0,0}",None
05-10-2012,05-10-2012,"Fitzgerald Marine Reserve","Crystal Springs Uplands School","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.58,12,1.19,0.34,"[-0.09,1.26]","{0,0,4,0,0,1,0,0,0,0,0,2}",None
05-23-2012,05-23-2012,"Fitzgerald Marine Reserve","Half Moon Bay High School","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.11,18,0.31,0.07,"[-0.03,0.26]","{0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0}",None
05-23-2012,05-23-2012,"Fitzgerald Marine Reserve","Half Moon Bay High School","Mid Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",3.55,20,7.9,1.77,"[0.09,7.01]","{0,0,15,0,0,0,0,0,5,0,0,25,0,25,0,0,0,0,0,1}",None
11-13-2012,11-13-2012,"Fitzgerald Marine Reserve","Notre Dame High School","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.89,9,1.1,0.37,"[0.17,1.61]","{3,0,0,0,1,2,0,0,2}",None
12-09-2012,12-09-2012,"Fitzgerald Marine Reserve","City College of San Francisco","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.14,7,0.35,0.13,"[-0.12,0.4]","{0,0,0,1,0,0,0}",None
02-07-2013,02-07-2013,"Fitzgerald Marine Reserve","Lick Wilmerding HS","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",1.33,12,1.25,0.36,"[0.63,2.04]","{2,0,1,0,1,2,1,0,3,0,2,4}",None
02-09-2013,02-09-2013,"Fitzgerald Marine Reserve","GFA LiMPETS Teacher Workshop","Mid Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",2.5,2,2.5,1.77,"[-0.96,5.96]","{5,0}",None
04-30-2013,04-30-2013,"Fitzgerald Marine Reserve","Notre Dame High School","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.17,12,0.37,0.11,"[-0.04,0.38]","{0,0,1,0,0,0,0,0,0,0,0,1}",None
05-01-2013,05-01-2013,"Fitzgerald Marine Reserve","Clayton Valley High School","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.58,12,0.86,0.25,"[0.1,1.07]","{0,2,0,0,0,0,2,0,2,1,0,0}",None
05-02-2013,05-02-2013,"Fitzgerald Marine Reserve","Crystal Springs Uplands School","Mid Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0,2,0,0,"[0,0]","{0,0}",None
12-02-2013,12-02-2013,"Fitzgerald Marine Reserve","City College of San Francisco","Mid Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",3.17,12,4.18,1.21,"[0.8,5.53]","{0,2,5,0,10,0,0,0,1,10,0,10}",None
12-02-2013,12-02-2013,"Fitzgerald Marine Reserve","City College of San Francisco","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.5,10,0.92,0.29,"[-0.07,1.07]","{0,1,0,0,3,0,0,0,0,1}",None
03-01-2014,03-01-2014,"Fitzgerald Marine Reserve","GFA LiMPETS Teacher Workshop","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.5,4,0.87,0.43,"[-0.35,1.35]","{2,0,0,0}",None
03-26-2014,03-26-2014,"Fitzgerald Marine Reserve","Saint Francis High School","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.3,10,0.64,0.2,"[-0.1,0.7]","{1,0,2,0,0,0,0,0,0,0}",None
03-27-2014,03-27-2014,"Fitzgerald Marine Reserve","El Camino HIgh School","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.38,8,0.99,0.35,"[-0.31,1.06]","{0,0,0,3,0,0,0,0}",None
04-22-2014,04-22-2014,"Fitzgerald Marine Reserve","Lick Wilmerding HS","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.33,6,0.47,0.19,"[-0.04,0.71]","{0,1,0,1,0,0}",None
04-23-2014,04-23-2014,"Fitzgerald Marine Reserve","City College of San Francisco","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",1,10,1.26,0.4,"[0.22,1.78]","{1,0,0,0,2,0,2,1,4,0}",None
05-20-2014,05-20-2014,"Fitzgerald Marine Reserve","Crystal Springs Uplands School","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.5,12,0.87,0.25,"[0.01,0.99]","{1,0,0,0,1,1,0,0,0,0,3,0}",None
11-05-2014,11-05-2014,"Fitzgerald Marine Reserve","City College of San Francisco","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.5,2,0.5,0.35,"[-0.19,1.19]","{1,0}",None
01-30-2015,01-30-2015,"Fitzgerald Marine Reserve","Lick Wilmerding HS","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.62,13,0.92,0.26,"[0.11,1.12]","{0,0,0,0,3,1,0,1,0,0,2,0,1}",None
01-31-2015,01-31-2015,"Fitzgerald Marine Reserve","GFA LiMPETS Teacher Workshop","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",1.25,4,2.17,1.08,"[-0.87,3.37]","{0,5,0,0}",None
04-14-2015,04-14-2015,"Fitzgerald Marine Reserve","Dougherty Valley High School","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",1.86,7,3.76,1.42,"[-0.93,4.64]","{0,0,0,11,1,0,1}",None
04-24-2015,04-24-2015,"Fitzgerald Marine Reserve","Junipero Serra High School","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.83,12,1.46,0.42,"[0.01,1.66]","{0,4,0,0,0,0,3,3,0,0,0,0}",None
05-11-2015,05-11-2015,"Fitzgerald Marine Reserve","Crystal Springs Uplands School","Mid Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",3.09,22,7.3,1.56,"[0.04,6.14]","{0,8,25,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,25,0,0}",None
05-12-2015,05-12-2015,"Fitzgerald Marine Reserve","Junipero Serra High School","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.67,12,1.11,0.32,"[0.04,1.29]","{3,0,0,0,3,0,0,0,0,0,1,1}",None
05-20-2015,05-20-2015,"Fitzgerald Marine Reserve","Half Moon Bay High School","Mid Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",1.76,17,5.73,1.39,"[-0.96,4.49]","{0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,6,0}",None
01-20-2016,01-20-2016,"Fitzgerald Marine Reserve","Notre Dame High School","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.4,5,0.8,0.36,"[-0.3,1.1]","{0,0,0,2,0}",None
03-15-2016,03-15-2016,"Fitzgerald Marine Reserve","June Jordan School for Equity","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.64,11,0.88,0.27,"[0.12,1.16]","{0,0,0,0,1,0,2,0,2,2,0}",None
04-14-2016,04-14-2016,"Fitzgerald Marine Reserve","Menlo Altherton High School (deactivated)","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.7,47,1.2,0.18,"[0.36,1.05]","{0,3,0,2,0,0,0,1,0,0,0,0,0,3,0,2,0,4,0,0,1,0,2,0,0,0,0,1,0,0,2,0,4,0,1,0,0,0,0,0,0,4,0,2,0,0,1}",None
04-14-2016,04-14-2016,"Fitzgerald Marine Reserve","Menlo Altherton High School (deactivated)","Mid Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0,2,0,0,"[0,0]","{0,0}",None
04-28-2016,04-28-2016,"Fitzgerald Marine Reserve","Crystal Springs Uplands School","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.4,10,1.2,0.38,"[-0.34,1.14]","{0,0,0,0,0,0,0,0,0,4}",None
11-15-2016,11-15-2016,"Fitzgerald Marine Reserve","City College of San Francisco","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",1.25,12,1.53,0.44,"[0.38,2.12]","{3,0,0,4,1,0,0,0,4,1,2,0}","Both Teacher and Coordinator"
02-06-2017,02-06-2017,"Fitzgerald Marine Reserve","Menlo-Atherton High School","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",1.14,42,1.08,0.17,"[0.82,1.47]","{0,1,0,1,1,4,0,0,0,4,0,1,1,1,1,1,3,0,0,0,0,1,0,1,2,1,2,1,2,0,1,3,1,3,1,1,1,1,1,3,1,2}",None
03-07-2017,03-07-2017,"Fitzgerald Marine Reserve","Lick Wilmerding HS","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",2.5,16,1.73,0.43,"[1.65,3.35]","{5,3,5,3,5,3,2,2,4,3,0,2,0,3,0,0}","Only Teacher"
03-09-2017,03-09-2017,"Fitzgerald Marine Reserve","City College of San Francisco","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.8,10,0.98,0.31,"[0.19,1.41]","{0,0,2,1,1,1,0,0,0,3}","Only Teacher"
03-09-2017,03-09-2017,"Fitzgerald Marine Reserve","City College of San Francisco","Mid Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",8,8,10.01,3.54,"[1.06,14.94]","{14,0,25,0,0,22,0,3}","Only Teacher"
05-02-2017,05-02-2017,"Fitzgerald Marine Reserve","Crystal Springs Uplands School","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",1.5,10,1.96,0.62,"[0.28,2.72]","{0,1,0,0,0,0,5,1,5,3}","Only Teacher"
05-15-2017,05-15-2017,"Fitzgerald Marine Reserve","Half Moon Bay High School","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.63,8,0.7,0.25,"[0.14,1.11]","{0,1,0,2,0,0,1,1}","Only Teacher"
11-16-2017,11-16-2017,"Fitzgerald Marine Reserve","City College of San Francisco","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.33,6,0.47,0.19,"[-0.04,0.71]","{0,0,1,0,1,0}",None
03-26-2018,03-26-2018,"Fitzgerald Marine Reserve","Burlingame High School","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",1.5,10,2.06,0.65,"[0.22,2.78]","{0,0,6,3,0,4,,,0,2}","Both Teacher and Coordinator"
03-27-2018,03-27-2018,"Fitzgerald Marine Reserve","Notre Dame High School","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",1.69,16,2.17,0.54,"[0.62,2.75]","{0,0,0,3,0,0,0,0,0,5,0,5,3,1,6,4}","Both Teacher and Coordinator"
05-03-2018,05-03-2018-RIM,"Fitzgerald Marine Reserve","Half Moon Bay High School","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",1.18,11,1.9,0.57,"[0.06,2.3]","{0,5,2,1,0,0,5,0,0,0,0}","Both Teacher and Coordinator"
05-03-2018,05-03-2018-RIM,"Fitzgerald Marine Reserve","Half Moon Bay High School","Mid Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0,10,0,0,"[0,0]","{0,0,0,0,0,0,,0,0,0}","Both Teacher and Coordinator"
03-02-2019,03-02-2019-RIM,"Fitzgerald Marine Reserve","Lick Wilmerding HS","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",2.88,8,5.4,1.91,"[-0.86,6.61]","{0,17,2,0,2,0,1,1}","Both Teacher and Coordinator"
04-11-2019,04-11-2019-RIM,"Fitzgerald Marine Reserve","City College of San Francisco","Mid Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0,7,0,0,"[0,0]","{0,0,0,0,0,0,0}","Both Teacher and Coordinator"
04-12-2019,04-12-2019-RIM,"Fitzgerald Marine Reserve","Notre Dame High School","Mid Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.5,6,1.12,0.46,"[-0.39,1.39]","{0,0,0,0,3,0}","Both Teacher and Coordinator"
04-12-2019,04-12-2019-RIM,"Fitzgerald Marine Reserve","Notre Dame High School","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.5,6,0.76,0.31,"[-0.11,1.11]","{0,0,1,0,2,0}","Both Teacher and Coordinator"
10-16-2020,10-16-2020,"Fitzgerald Marine Reserve",GFA,"High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.25,4,0.43,0.22,"[-0.17,0.67]","{1,0,0,}","Both Teacher and Coordinator"
10-30-2020,10-30-2020,"Fitzgerald Marine Reserve",GFA,"Mid Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0,4,0,0,"[0,0]","{,,,}","Both Teacher and Coordinator"
03-24-2022,03-24-2022,"Fitzgerald Marine Reserve","Menlo-Atherton High School","High Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",1.35,20,2.71,0.61,"[0.16,2.54]","{0,4,2,1,0,0,0,2,2,0,0,0,0,0,0,0,3,1,12,0}","Both Teacher and Coordinator"
03-25-2022,03-25-2022,"Fitzgerald Marine Reserve","Menlo-Atherton High School","Mid Zone","Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",4.1,20,8.38,1.87,"[0.43,7.77]","{,,,,,,0,0,,1,,,12,0,,21,,23,0,25}","Both Teacher and Coordinator"
