Date,EventID,Site,School,Zone,Organism,Unit,"Count Mean","Sample Size","Standard Deviation","Standard Error","95% Confidence Interval","Collected Samples","Checked By"
01-20-2008,01-20-2008,"Davenport Landing",UCSC,anemone,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",7,2,5,3.54,"[0.07,13.93]","{2,12}",None
04-13-2008,04-13-2008,"Davenport Landing",UCSC,anemone,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",13.33,3,5.25,3.03,"[7.39,19.27]","{16,6,18}",None
04-27-2008,04-27-2008,"Davenport Landing",UCSC,anemone,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",9.8,5,6.88,3.08,"[3.77,15.83]","{3,4,6,20,16}",None
05-25-2008,05-25-2008,"Davenport Landing",UCSC,anemone,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",9,3,7.87,4.55,"[0.09,17.91]","{20,5,2}",None
01-01-2009,01-01-2009,"Davenport Landing",UCSC,anemone,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",15,2,8,5.66,"[3.91,26.09]","{7,23}",None
07-10-2009,07-10-2009,"Davenport Landing",UCSC,anemone,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",10.5,6,9.95,4.06,"[2.54,18.46]","{2,15,25,0,1,20}",None
08-24-2009,08-24-2009,"Davenport Landing",UCSC,anemone,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",15,4,8.15,4.08,"[7.01,22.99]","{6,8,25,21}",None
10-03-2009,10-03-2009,"Davenport Landing",UCSC,anemone,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",3,2,2,1.41,"[0.23,5.77]","{5,1}",None
11-14-2009,11-14-2009,"Davenport Landing",UCSC,anemone,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",4.25,12,5.08,1.47,"[1.37,7.13]","{14,8,0,0,0,0,8,5,3,13,0,0}",None
12-02-2009,12-02-2009,"Davenport Landing",UCSC,anemone,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",7.25,8,3.56,1.26,"[4.78,9.72]","{11,3,14,8,6,4,4,8}",None
12-03-2009,12-03-2009,"Davenport Landing",UCSC,anemone,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",8.1,10,5.32,1.68,"[4.8,11.4]","{18,6,11,15,2,10,0,4,8,7}",None
01-28-2010,01-28-2010,"Davenport Landing",UCSC,anemone,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",6.6,10,9.16,2.9,"[0.92,12.28]","{0,0,0,25,10,0,0,8,22,1}",None
02-08-2010,02-08-2010,"Davenport Landing",UCSC,anemone,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.5,2,0.5,0.35,"[-0.19,1.19]","{0,1}",None
12-22-2011,12-22-2011,"Davenport Landing","San Lorenzo Valley High School",anemone,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",10.5,4,8.5,4.25,"[2.17,18.83]","{19,2,19,2}",None
01-07-2012,01-07-2012,"Davenport Landing","San Lorenzo Valley High School",anemone,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",2,3,2.83,1.63,"[-1.2,5.2]","{0,6,0}",None
04-22-2012,04-22-2012,"Davenport Landing","San Lorenzo Valley High School",anemone,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.8,5,1.17,0.52,"[-0.22,1.82]","{0,0,3,1,0}",None
05-22-2012,05-22-2012,"Davenport Landing","San Lorenzo Valley High School",anemone,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",4.33,3,3.3,1.91,"[0.6,8.07]","{5,0,8}",None
05-26-2012,05-26-2012,"Davenport Landing","San Lorenzo Valley High School",anemone,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",7.2,5,6.76,3.03,"[1.27,13.13]","{18,0,0,10,8}",None
07-22-2012,07-22-2012,"Davenport Landing","San Lorenzo Valley High School",anemone,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",5.33,6,8.6,3.51,"[-1.54,12.21]","{0,0,6,1,24,1}",None
08-04-2012,08-04-2012,"Davenport Landing","San Lorenzo Valley High School",anemone,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",7,5,6.9,3.09,"[0.95,13.05]","{17,0,0,13,5}",None
08-26-2012,08-26-2012,"Davenport Landing","San Lorenzo Valley High School",anemone,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",14.33,6,8.9,3.63,"[7.21,21.46]","{19,5,25,6,25,6}",None
10-15-2012,10-15-2012,"Davenport Landing","San Lorenzo Valley High School",Mussel,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",19.8,5,7.08,3.17,"[13.59,26.01]","{21,6,25,25,22}",None
10-16-2012,10-16-2012,"Davenport Landing","San Lorenzo Valley High School",anemone,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",9.8,5,10.91,4.88,"[0.24,19.36]","{0,0,21,3,25}",None
10-29-2012,10-29-2012,"Davenport Landing","San Lorenzo Valley High School",Mussel,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",13.67,3,9.29,5.36,"[3.16,24.17]","{23,17,1}",None
10-30-2012,10-30-2012,"Davenport Landing","San Lorenzo Valley High School",anemone,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",9.17,6,8.97,3.66,"[1.99,16.34]","{11,0,4,0,25,15}",None
11-13-2012,11-13-2012,"Davenport Landing","San Lorenzo Valley High School",Mussel,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",11.5,2,11.5,8.13,"[-4.44,27.44]","{23,0}",None
11-26-2012,11-26-2012,"Davenport Landing","San Lorenzo Valley High School",anemone,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0.67,6,1.49,0.61,"[-0.53,1.86]","{4,0,0,0,0,0}",None
12-01-2012,12-01-2012,"Davenport Landing","San Lorenzo Valley High School",anemone,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",7.5,2,2.5,1.77,"[4.04,10.96]","{10,5}",None
12-14-2012,12-14-2012,"Davenport Landing","San Lorenzo Valley High School",Mussel,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",22.75,4,3.34,1.67,"[19.47,26.03]","{25,25,17,24}",None
12-30-2012,12-30-2012,"Davenport Landing","San Lorenzo Valley High School",anemone,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",14.8,5,11,4.92,"[5.16,24.44]","{0,21,25,3,25}",None
12-31-2012,12-31-2012,"Davenport Landing","San Lorenzo Valley High School",anemone,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",12.4,5,10.13,4.53,"[3.52,21.28]","{16,25,1,20,0}",None
02-17-2013,02-17-2013,"Davenport Landing","San Lorenzo Valley High School",anemone,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",5.75,4,6.94,3.47,"[-1.05,12.55]","{0,6,17,0}",None
04-07-2013,04-07-2013,"Davenport Landing","San Lorenzo Valley High School",anemone,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0,3,0,0,"[0,0]","{0,0,0}",None
05-21-2013,05-21-2013,"Davenport Landing","San Lorenzo Valley High School",anemone,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",4.33,3,6.13,3.54,"[-2.6,11.27]","{0,0,13}",None
07-27-2013,07-27-2013,"Davenport Landing","San Lorenzo Valley High School",anemone,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",8.33,3,11.79,6.8,"[-5,21.67]","{0,0,25}",None
08-07-2013,08-07-2013,"Davenport Landing","Camp SEA Lab",anemone,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",20.86,14,4.81,1.29,"[18.34,23.38]","{25,25,25,17,25,15,25,15,25,15,25,15,25,15}",None
08-07-2013,08-07-2013,"Davenport Landing","Camp SEA Lab",Mussel,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",19.33,6,8.36,3.41,"[12.64,26.02]","{1,21,25,23,25,21}",None
10-05-2013,10-05-2013,"Davenport Landing","San Lorenzo Valley High School",anemone,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",2.5,2,2.5,1.77,"[-0.96,5.96]","{0,5}",None
11-04-2013,11-04-2013,"Davenport Landing","San Lorenzo Valley High School",anemone,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",1,3,1.41,0.82,"[-0.6,2.6]","{3,0,0}",None
12-14-2013,12-14-2013,"Davenport Landing","San Lorenzo Valley High School",anemone,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",6.75,4,6.61,3.3,"[0.27,13.23]","{10,0,16,1}",None
12-31-2013,12-31-2013,"Davenport Landing","San Lorenzo Valley High School",anemone,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",9.2,5,8.23,3.68,"[1.98,16.42]","{0,16,8,1,21}",None
08-30-2015,08-30-2015,"Davenport Landing","San Lorenzo Valley High School",anemone,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",9,3,11.34,6.55,"[-3.84,21.84]","{25,0,2}",None
10-26-2015,10-26-2015,"Davenport Landing","San Lorenzo Valley High School",Mussel,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",20.5,4,3.5,1.75,"[17.07,23.93]","{17,24,17,24}",None
10-26-2015,10-26-2015,"Davenport Landing","San Lorenzo Valley High School",anemone,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",1.33,6,2.56,1.05,"[-0.72,3.38]","{0,7,0,0,1,0}",None
11-11-2015,11-11-2015,"Davenport Landing","San Lorenzo Valley High School",Mussel,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",25,2,0,0,"[25,25]","{25,25}",None
01-09-2016,01-09-2016,"Davenport Landing","San Lorenzo Valley High School",Mussel,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",24.75,4,0.43,0.22,"[24.33,25.17]","{25,25,24,25}",None
02-07-2016,02-07-2016,"Davenport Landing","San Lorenzo Valley High School",Mussel,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",17,4,9.41,4.7,"[7.78,26.22]","{16,25,25,2}",None
02-07-2016,02-07-2016,"Davenport Landing","San Lorenzo Valley High School",anemone,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",6.67,6,9.62,3.93,"[-1.03,14.36]","{1,14,0,0,0,25}",None
04-03-2016,04-03-2016,"Davenport Landing","San Lorenzo Valley High School",Mussel,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",25,2,0,0,"[25,25]","{25,25}",None
04-29-2016,04-29-2016,"Davenport Landing","Pacific Grove Museum of Natural History",Mussel,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",24.14,7,1.36,0.51,"[23.14,25.15]","{22,25,25,25,25,25,22}","Only Coordinator"
04-29-2016,04-29-2016,"Davenport Landing","Pacific Grove Museum of Natural History",anemone,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",9.4,10,10.49,3.32,"[2.9,15.9]","{2,24,25,12,2,0,1,25,2,1}","Only Coordinator"
05-10-2016,05-10-2016,"Davenport Landing","San Lorenzo Valley High School",anemone,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",0,2,0,0,"[0,0]","{0,0}",None
05-14-2016,05-14-2016,"Davenport Landing","San Lorenzo Valley High School",Mussel,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",16,1,0,0,"[16,16]",{16},None
06-03-2016,06-03-2016,"Davenport Landing","San Lorenzo Valley High School",Mussel,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",25,2,0,0,"[25,25]","{25,25}",None
08-20-2016,08-20-2016,"Davenport Landing","San Lorenzo Valley High School",Mussel,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",24,2,1,0.71,"[22.61,25.39]","{25,23}",None
08-20-2016,08-20-2016,"Davenport Landing","San Lorenzo Valley High School",Mussel,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",24,2,1,0.71,"[22.61,25.39]","{25,23}",None
09-18-2016,09-18-2016,"Davenport Landing","San Lorenzo Valley High School",Mussel,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",24.5,2,0.5,0.35,"[23.81,25.19]","{24,25}",None
09-18-2016,09-18-2016,"Davenport Landing","San Lorenzo Valley High School",Mussel,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",24.5,2,0.5,0.35,"[23.81,25.19]","{24,25}",None
10-18-2016,10-18-2016,"Davenport Landing","San Lorenzo Valley High School",Mussel,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",24.5,2,0.5,0.35,"[23.81,25.19]","{24,25}",None
11-12-2016,11-12-2016,"Davenport Landing","San Lorenzo Valley High School",Mussel,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",24.5,2,0.5,0.35,"[23.81,25.19]","{24,25}",None
11-26-2016,11-26-2016,"Davenport Landing","San Lorenzo Valley High School",Mussel,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",23.5,2,1.5,1.06,"[21.42,25.58]","{22,25}",None
12-11-2016,12-11-2016,"Davenport Landing","San Lorenzo Valley High School",Mussel,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",16.5,2,4.5,3.18,"[10.26,22.74]","{21,12}",None
01-13-2017,01-13-2017,"Davenport Landing","San Lorenzo Valley High School",Mussel,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",25,2,0,0,"[25,25]","{25,25}",None
01-29-2017,01-29-2017,"Davenport Landing","San Lorenzo Valley High School",Mussel,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",22.5,2,0.5,0.35,"[21.81,23.19]","{23,22}",None
02-12-2017,02-12-2017,"Davenport Landing","San Lorenzo Valley High School",Mussel,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",21.5,2,1.5,1.06,"[19.42,23.58]","{23,20}",None
02-27-2017,02-27-2017,"Davenport Landing","San Lorenzo Valley High School",Mussel,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",24,2,1,0.71,"[22.61,25.39]","{25,23}",None
03-03-2017,03-03-2017,"Davenport Landing","San Lorenzo Valley High School",Mussel,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",23.5,2,0.5,0.35,"[22.81,24.19]","{24,23}",None
03-20-2017,03-20-2017,"Davenport Landing","San Lorenzo Valley High School",Mussel,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",24.5,2,0.5,0.35,"[23.81,25.19]","{25,24}",None
04-10-2017,04-10-2017,"Davenport Landing","San Lorenzo Valley High School",Mussel,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",19,2,1,0.71,"[17.61,20.39]","{20,18}",None
04-29-2017,04-29-2017,"Davenport Landing","San Lorenzo Valley High School",Mussel,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",11.5,2,11.5,8.13,"[-4.44,27.44]","{23,0}",None
05-13-2017,05-13-2017,"Davenport Landing","San Lorenzo Valley High School",Mussel,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",24.5,2,0.5,0.35,"[23.81,25.19]","{25,24}",None
05-29-2017,05-29-2017,"Davenport Landing","San Lorenzo Valley High School",Mussel,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",24.5,2,0.5,0.35,"[23.81,25.19]","{24,25}",None
06-26-2017,06-26-2017,"Davenport Landing","San Lorenzo Valley High School",Mussel,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",25,2,0,0,"[25,25]","{25,25}",None
07-13-2017,07-13-2017,"Davenport Landing","San Lorenzo Valley High School",Mussel,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",17.5,2,3.5,2.47,"[12.65,22.35]","{14,21}",None
08-10-2017,08-10-2017,"Davenport Landing","San Lorenzo Valley High School",Mussel,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",24.5,2,0.5,0.35,"[23.81,25.19]","{24,25}",None
09-08-2017,09-08-2017,"Davenport Landing","San Lorenzo Valley High School",Mussel,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",25,2,0,0,"[25,25]","{25,25}",None
09-22-2017,09-22-2017,"Davenport Landing","San Lorenzo Valley High School",Mussel,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",25,2,0,0,"[25,25]","{25,25}",None
10-06-2017,10-06-2017,"Davenport Landing","San Lorenzo Valley High School",Mussel,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",20,2,1,0.71,"[18.61,21.39]","{19,21}",None
10-17-2017,10-17-2017,"Davenport Landing","San Lorenzo Valley High School",Mussel,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",25,2,0,0,"[25,25]","{25,25}",None
11-05-2017,11-05-2017,"Davenport Landing","San Lorenzo Valley High School",Mussel,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",25,2,0,0,"[25,25]","{25,25}",None
11-19-2017,11-19-2017,"Davenport Landing","San Lorenzo Valley High School",Mussel,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",23.5,2,1.5,1.06,"[21.42,25.58]","{25,22}",None
12-03-2017,12-03-2017,"Davenport Landing","San Lorenzo Valley High School",Mussel,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",24.5,2,0.5,0.35,"[23.81,25.19]","{24,25}",None
12-18-2017,12-18-2017,"Davenport Landing","San Lorenzo Valley High School",Mussel,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",24,2,1,0.71,"[22.61,25.39]","{25,23}",None
01-15-2018,01-15-2018,"Davenport Landing","San Lorenzo Valley High School",Mussel,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",21,2,3,2.12,"[16.84,25.16]","{24,18}",None
01-31-2018,01-31-2018,"Davenport Landing","San Lorenzo Valley High School",Mussel,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",25,2,0,0,"[25,25]","{25,25}",None
03-12-2018,03-12-2018,"Davenport Landing","San Lorenzo Valley High School",Mussel,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",23,1,0,0,"[23,23]",{23},None
03-27-2018,03-27-2018,"Davenport Landing","San Lorenzo Valley High School",Mussel,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",25,2,0,0,"[25,25]","{25,25}",None
05-04-2018,05-04-2018,"Davenport Landing","Cabrillo College",anemone,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",8.46,13,8.54,2.37,"[3.82,13.1]","{3,0,25,16,0,3,18,8,0,1,19,2,15}",None
05-10-2019,05-10-2019,"Davenport Landing","Cabrillo College",Mussel,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",22.57,7,2.87,1.09,"[20.44,24.7]","{25,20,25,20,18,25,25}","Only Coordinator"
05-10-2019,05-10-2019,"Davenport Landing","Cabrillo College",anemone,"Sea mussel - Mytilus spp.","Squares per ¼ m² (max 25)",22,2,2,1.41,"[19.23,24.77]","{20,24}","Only Coordinator"
