Date,EventID,Site,School,Zone,Organism,Unit,"Count Mean","Sample Size","Standard Deviation","Standard Error","95% Confidence Interval","Collected Samples","Checked By"
08-31-2011,08-31-2011,"Fitzgerald Marine Reserve","Farallones Marine Sanctuary Association","High Zone","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",4.67,9,5.12,1.71,"[1.32,8.01]","{3,0,0,0,3,17,6,5,8}",None
11-06-2011,11-06-2011,"Fitzgerald Marine Reserve","City College of San Francisco","High Zone","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",7.05,19,8,1.83,"[3.46,10.65]","{2,8,18,5,0,0,7,25,1,8,0,4,1,25,17,6,6,0,1}",None
03-14-2012,03-14-2012,"Fitzgerald Marine Reserve","Lick Wilmerding HS","High Zone","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",0.88,8,1.36,0.48,"[-0.07,1.82]","{0,0,0,0,0,2,1,4}",None
04-11-2012,04-11-2012,"Fitzgerald Marine Reserve","City College of San Francisco","High Zone","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",6.5,8,5.02,1.78,"[3.02,9.98]","{15,0,7,7,3,12,0,8}",None
05-10-2012,05-10-2012,"Fitzgerald Marine Reserve","Crystal Springs Uplands School","High Zone","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",1.83,12,3.69,1.07,"[-0.26,3.92]","{0,2,0,0,0,0,10,10,0,0,0,0}",None
05-23-2012,05-23-2012,"Fitzgerald Marine Reserve","Half Moon Bay High School","High Zone","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",0.56,18,1.38,0.33,"[-0.08,1.19]","{0,0,0,0,0,0,1,6,1,1,1,0,0,0,0,0,0,0}",None
05-23-2012,05-23-2012,"Fitzgerald Marine Reserve","Half Moon Bay High School","Mid Zone","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",2.05,20,6.09,1.36,"[-0.62,4.72]","{0,0,2,0,0,0,0,0,0,0,0,0,25,0,0,0,14,0,0,0}",None
11-13-2012,11-13-2012,"Fitzgerald Marine Reserve","Notre Dame High School","High Zone","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",0,9,0,0,"[0,0]","{0,0,0,0,0,0,0,0,0}",None
12-09-2012,12-09-2012,"Fitzgerald Marine Reserve","City College of San Francisco","High Zone","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",6.86,7,8.63,3.26,"[0.47,13.25]","{25,11,2,10,0,0,0}",None
02-07-2013,02-07-2013,"Fitzgerald Marine Reserve","Lick Wilmerding HS","High Zone","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",10.42,12,6.84,1.97,"[6.55,14.29]","{6,4,14,4,5,15,22,23,6,10,2,14}",None
02-09-2013,02-09-2013,"Fitzgerald Marine Reserve","GFA LiMPETS Teacher Workshop","Mid Zone","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",8,2,8,5.66,"[-3.09,19.09]","{16,0}",None
04-30-2013,04-30-2013,"Fitzgerald Marine Reserve","Notre Dame High School","High Zone","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",1.58,12,3.4,0.98,"[-0.34,3.51]","{0,0,0,0,0,0,0,0,12,4,3,0}",None
05-01-2013,05-01-2013,"Fitzgerald Marine Reserve","Clayton Valley High School","High Zone","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",4.5,12,7.4,2.14,"[0.31,8.69]","{7,0,1,0,0,3,16,24,0,0,0,3}",None
05-02-2013,05-02-2013,"Fitzgerald Marine Reserve","Crystal Springs Uplands School","Mid Zone","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",0,2,0,0,"[0,0]","{0,0}",None
12-02-2013,12-02-2013,"Fitzgerald Marine Reserve","City College of San Francisco","Mid Zone","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",1.33,12,2.46,0.71,"[-0.06,2.73]","{0,0,0,0,2,0,0,5,0,8,0,1}",None
12-02-2013,12-02-2013,"Fitzgerald Marine Reserve","City College of San Francisco","High Zone","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",8.2,10,6.55,2.07,"[4.14,12.26]","{0,0,1,11,15,9,17,18,5,6}",None
03-01-2014,03-01-2014,"Fitzgerald Marine Reserve","GFA LiMPETS Teacher Workshop","High Zone","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",5.5,4,5.36,2.68,"[0.25,10.75]","{2,6,0,14}",None
03-26-2014,03-26-2014,"Fitzgerald Marine Reserve","Saint Francis High School","High Zone","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",1.9,10,3.53,1.12,"[-0.29,4.09]","{0,0,6,0,0,0,0,0,11,2}",None
03-27-2014,03-27-2014,"Fitzgerald Marine Reserve","El Camino HIgh School","High Zone","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",0,8,0,0,"[0,0]","{0,0,0,0,0,0,0,0}",None
04-22-2014,04-22-2014,"Fitzgerald Marine Reserve","Lick Wilmerding HS","High Zone","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",5.83,6,4.78,1.95,"[2.01,9.65]","{6,10,13,6,0,0}",None
04-23-2014,04-23-2014,"Fitzgerald Marine Reserve","City College of San Francisco","High Zone","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",9.5,10,8.72,2.76,"[4.09,14.91]","{9,10,4,7,0,0,21,24,20,0}",None
05-20-2014,05-20-2014,"Fitzgerald Marine Reserve","Crystal Springs Uplands School","High Zone","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",4,12,7.16,2.07,"[-0.05,8.05]","{25,2,3,0,0,0,0,0,0,0,11,7}",None
11-05-2014,11-05-2014,"Fitzgerald Marine Reserve","City College of San Francisco","High Zone","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",9,2,2,1.41,"[6.23,11.77]","{7,11}",None
01-30-2015,01-30-2015,"Fitzgerald Marine Reserve","Lick Wilmerding HS","High Zone","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",14.46,13,7.46,2.07,"[10.41,18.52]","{5,0,20,17,25,7,20,12,25,7,18,16,16}",None
01-31-2015,01-31-2015,"Fitzgerald Marine Reserve","GFA LiMPETS Teacher Workshop","High Zone","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",12,4,6.12,3.06,"[6,18]","{17,2,12,17}",None
04-14-2015,04-14-2015,"Fitzgerald Marine Reserve","Dougherty Valley High School","High Zone","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",9,7,5.24,1.98,"[5.12,12.88]","{4,10,2,15,5,10,17}",None
04-24-2015,04-24-2015,"Fitzgerald Marine Reserve","Junipero Serra High School","High Zone","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",1.08,12,2.25,0.65,"[-0.19,2.36]","{1,5,0,0,0,0,0,0,0,0,0,7}",None
05-11-2015,05-11-2015,"Fitzgerald Marine Reserve","Crystal Springs Uplands School","Mid Zone","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",4.41,22,6.65,1.42,"[1.63,7.19]","{5,0,2,25,0,2,2,14,0,0,0,6,6,2,0,0,0,3,7,20,0,3}",None
05-12-2015,05-12-2015,"Fitzgerald Marine Reserve","Junipero Serra High School","High Zone","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",2.67,12,5.68,1.64,"[-0.55,5.88]","{0,0,0,0,0,0,12,2,18,0,0,0}",None
05-20-2015,05-20-2015,"Fitzgerald Marine Reserve","Half Moon Bay High School","Mid Zone","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",2.76,17,6.28,1.52,"[-0.22,5.75]","{0,0,10,0,0,24,2,0,0,0,0,0,0,0,0,11,0}",None
01-20-2016,01-20-2016,"Fitzgerald Marine Reserve","Notre Dame High School","High Zone","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",0.8,5,1.6,0.72,"[-0.6,2.2]","{4,0,0,0,0}",None
03-15-2016,03-15-2016,"Fitzgerald Marine Reserve","June Jordan School for Equity","High Zone","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",0.18,11,0.57,0.17,"[-0.16,0.52]","{0,0,0,0,0,0,2,0,0,0,0}",None
04-14-2016,04-14-2016,"Fitzgerald Marine Reserve","Menlo Altherton High School (deactivated)","High Zone","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",1.62,47,4.26,0.62,"[0.4,2.83]","{0,7,0,1,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,6,7,8,0,0,0,0,0,7,8,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0}",None
04-14-2016,04-14-2016,"Fitzgerald Marine Reserve","Menlo Altherton High School (deactivated)","Mid Zone","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",0,2,0,0,"[0,0]","{0,0}",None
04-28-2016,04-28-2016,"Fitzgerald Marine Reserve","Crystal Springs Uplands School","High Zone","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",3.9,10,4.85,1.53,"[0.9,6.9]","{0,0,0,0,13,4,0,3,7,12}",None
