Date,EventID,Site,School,Zone,Organism,Unit,"Count Mean","Sample Size","Standard Deviation","Standard Error","95% Confidence Interval","Collected Samples","Checked By"
05-12-2012,05-12-2012,"Pigeon Point","James Logan High School"," --- ","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",1.14,14,2.7,0.72,"[-0.27,2.55]","{0,0,0,0,0,10,0,4,0,2,0,0,0,0}",None
04-04-2013,04-04-2013,"Pigeon Point","Head Royce School"," --- ","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",0,14,0,0,"[0,0]","{0,0,0,0,0,0,0,0,0,0,0,0,0,0}",None
02-25-2014,02-25-2014,"Pigeon Point","Head Royce School"," --- ","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",1.92,12,6.36,1.84,"[-1.68,5.51]","{0,0,0,0,0,0,23,0,0,0,0,0}",None
05-21-2014,05-21-2014,"Pigeon Point","American High School"," --- ","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",0,16,0,0,"[0,0]","{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}",None
06-02-2014,06-02-2014,"Pigeon Point","James Logan High School"," --- ","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",0.83,12,1.21,0.35,"[0.15,1.52]","{0,0,2,0,0,4,2,0,0,0,1,1}",None
12-02-2014,12-02-2014,"Pigeon Point","Head Royce School"," --- ","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",5.2,5,6.85,3.06,"[-0.81,11.21]","{9,17,0,0,0}",None
02-17-2015,02-17-2015,"Pigeon Point","James Logan High School"," --- ","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",1.61,18,3.37,0.79,"[0.05,3.17]","{4,0,0,0,0,1,0,0,12,3,0,0,9,0,0,0,0,0}",None
03-16-2015,03-16-2015,"Pigeon Point","American High School"," --- ","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",4.43,14,7.26,1.94,"[0.63,8.23]","{0,0,0,11,24,1,1,0,13,0,0,12,0,0}",None
03-25-2015,03-25-2015,"Pigeon Point","American High School"," --- ","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",7.5,12,8.28,2.39,"[2.81,12.19]","{0,0,22,0,20,12,18,0,0,11,3,4}",None
04-15-2015,04-15-2015,"Pigeon Point","James Logan High School"," --- ","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",2.85,13,6.25,1.73,"[-0.55,6.24]","{0,0,0,0,0,1,13,0,21,0,1,0,1}",None
01-21-2016,01-21-2016,"Pigeon Point","Head Royce School"," --- ","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",12.3,10,9.5,3,"[6.41,18.19]","{0,25,0,12,0,20,25,14,8,19}",None
03-16-2016,03-16-2016,"Pigeon Point","American High School"," --- ","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",5.19,31,4.95,0.89,"[3.45,6.94]","{5,11,12,0,8,17,6,12,7,1,5,5,0,5,0,15,13,11,0,3,3,2,3,0,0,3,0,9,3,2,0}",None
04-11-2016,04-11-2016,"Pigeon Point","James Logan High School"," --- ","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",5.1,29,6.96,1.29,"[2.57,7.64]","{0,20,12,25,0,0,0,0,6,6,0,0,10,3,9,20,5,0,0,2,0,0,9,11,0,10,0,0,0}",None
05-25-2016,05-25-2016,"Pigeon Point","James Logan High School"," --- ","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",0.95,21,1.96,0.43,"[0.11,1.79]","{0,0,0,0,0,0,3,2,0,6,1,0,0,1,0,0,0,0,0,7,0}",None
05-26-2016,05-26-2016,"Pigeon Point","American High School"," --- ","Common acorn barnacle - Balanus/Chthamalus","Squares per ¼ m² (max 25)",1.95,21,4.02,0.88,"[0.23,3.67]","{0,6,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,13,0,13,0}",None
