Date,EventID,Site,School,Zone,Organism,Unit,Area,"Start Time","Count Length",Count,"Count per 10 m²","Checked By"
02-04-2008,02-04-2008,"Fitzgerald Marine Reserve","San Francisco State University"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","4:19 PM",10,1,0.07,None
02-04-2008,02-04-2008,"Fitzgerald Marine Reserve","San Francisco State University"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","3:55 PM",15,0,0.00,None
02-13-2008,02-13-2008,"Fitzgerald Marine Reserve","Lick Wilmerding HS"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","10:05 AM",10,1,0.07,None
02-13-2008,02-13-2008,"Fitzgerald Marine Reserve","Lick Wilmerding HS"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","10:48 AM",10,1,0.07,None
02-14-2008,02-14-2008,"Fitzgerald Marine Reserve","Lick Wilmerding HS"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","11:36 AM",10,1,0.07,None
02-14-2008,02-14-2008,"Fitzgerald Marine Reserve","Sacred Heart Cathedral Prep"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","11:10 AM",17,1,0.07,None
02-15-2008,02-15-2008,"Fitzgerald Marine Reserve","Lighthouse Community Charter"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","11:52 AM",22,1,0.07,None
03-02-2008,03-02-2008,"Fitzgerald Marine Reserve","Jewish Community High School"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","1:45 PM",10,1,0.07,None
05-08-2008,05-08-2008,"Fitzgerald Marine Reserve","Fernando Rivera Intermediate"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","11:25 AM",25,0,0.00,None
05-09-2008,05-09-2008,"Fitzgerald Marine Reserve","Clayton Valley High School"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","11:07 AM",15,1,0.07,None
10-28-2008,10-28-2008,"Fitzgerald Marine Reserve","Alavarado Elementary"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","3:05 PM",20,1,0.07,None
01-21-2009,01-21-2009,"Fitzgerald Marine Reserve","Farallones Marine Sanctuary Association"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","1:30 PM",5,0,0.00,None
02-04-2009,02-04-2009,"Fitzgerald Marine Reserve","Alavarado Elementary"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","3:30 PM",10,4,0.27,None
02-05-2009,02-05-2009,"Fitzgerald Marine Reserve","Keys School"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","2:00 PM",15,1,0.07,None
05-27-2009,05-27-2009,"Fitzgerald Marine Reserve","Ulloa Elementary School"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","10:30 AM",90,0,0.00,None
07-10-2009,07-10-2009,"Fitzgerald Marine Reserve","Farallones Marine Sanctuary Association"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","9:44 AM",11,1,0.07,None
11-04-2009,11-04-2009,"Fitzgerald Marine Reserve","The Urban School"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","4:58 PM",10,2,0.13,None
11-04-2009,11-04-2009,"Fitzgerald Marine Reserve","The Urban School"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","4:58 PM",8,2,0.13,None
11-05-2009,11-05-2009,"Fitzgerald Marine Reserve","GFA LiMPETS Teacher Workshop"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","9:44 AM",11,1,0.07,None
11-14-2009,11-14-2009,"Fitzgerald Marine Reserve","Farallones Marine Sanctuary Association"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","3:00 PM",20,1,0.07,None
11-16-2009,11-16-2009,"Fitzgerald Marine Reserve","Alavarado Elementary"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","2:17 PM",33,2,0.13,None
11-16-2009,11-16-2009,"Fitzgerald Marine Reserve","Alavarado Elementary"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","3:00 PM",30,2,0.13,None
12-02-2009,12-02-2009,"Fitzgerald Marine Reserve","Drew School"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","3:50 PM",20,1,0.07,None
02-08-2010,02-08-2010,"Fitzgerald Marine Reserve","Terra Nova High School"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","2:04 PM",14,0,0.00,None
03-22-2010,03-22-2010,"Fitzgerald Marine Reserve","Lick Wilmerding HS"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","12:53 PM",8,0,0.00,None
03-22-2010,03-22-2010,"Fitzgerald Marine Reserve","Lick Wilmerding HS"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","12:44 PM",7,0,0.00,None
03-23-2010,03-23-2010,"Fitzgerald Marine Reserve","Burlingame High School"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","11:43 AM",7,0,0.00,None
04-20-2010,04-20-2010,"Fitzgerald Marine Reserve","Piedmont High School"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","10:45 AM",5,0,0.00,None
04-21-2010,04-21-2010,"Fitzgerald Marine Reserve","Piedmont High School"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","11:40 AM",6,0,0.00,None
05-15-2010,05-15-2010,"Fitzgerald Marine Reserve","Earth Team"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","9:25 AM",10,1,0.07,None
05-19-2010,05-19-2010,"Fitzgerald Marine Reserve","Stuart Hall High School"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","10:00 AM",10,1,0.07,None
06-29-2010,06-29-2010,"Fitzgerald Marine Reserve","Farallones Marine Sanctuary Association"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","8:25 AM",16,0,0.00,None
06-29-2010,06-29-2010,"Fitzgerald Marine Reserve","GFA LiMPETS Teacher Workshop"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","8:25 AM",16,0,0.00,None
08-12-2010,08-12-2010,"Fitzgerald Marine Reserve","Farallones Marine Sanctuary Association"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","6:30 AM",25,2,0.13,None
11-06-2010,11-06-2010,"Fitzgerald Marine Reserve","City College of San Francisco"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","3:46 PM",14,0,0.00,None
11-06-2010,11-06-2010,"Fitzgerald Marine Reserve","City College of San Francisco"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","4:15 PM",30,0,0.00,None
12-01-2010,12-01-2010,"Fitzgerald Marine Reserve","Drew School"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","2:20 PM",30,0,0.00,None
12-06-2010,12-06-2010,"Fitzgerald Marine Reserve","Aragon High School"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","4:40 PM",20,0,0.00,None
01-19-2011,01-19-2011,"Fitzgerald Marine Reserve","Farallones Marine Sanctuary Association"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","4:15 PM",25,0,0.00,None
01-29-2011,01-29-2011,"Fitzgerald Marine Reserve","Farallones Marine Sanctuary Association"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","2:15 PM",15,0,0.00,None
02-15-2011,02-15-2011,"Fitzgerald Marine Reserve","Aragon High School"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","4:20 PM",20,2,0.13,None
03-30-2011,03-30-2011,"Fitzgerald Marine Reserve","Central Middle School"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","3:35 PM",15,2,0.13,None
04-07-2011,04-07-2011,"Fitzgerald Marine Reserve","Saint Francis High School"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","9:47 AM",5,1,0.07,None
04-07-2011,04-07-2011,"Fitzgerald Marine Reserve","Saint Francis High School"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","9:13 AM",15,1,0.07,None
04-07-2011,04-07-2011,"Fitzgerald Marine Reserve","Saint Francis High School"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","9:30 AM",5,1,0.07,None
04-21-2011,04-21-2011,"Fitzgerald Marine Reserve","Crystal Springs Uplands School"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","10:05 AM",15,3,0.20,None
04-21-2011,04-21-2011,"Fitzgerald Marine Reserve","Crystal Springs Uplands School"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","10:32 AM",12,4,0.27,None
08-31-2011,08-31-2011,"Fitzgerald Marine Reserve","Farallones Marine Sanctuary Association"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","7:00 AM",20,2,0.13,None
10-25-2011,10-25-2011,"Fitzgerald Marine Reserve","Farallones Marine Sanctuary Association"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","2:47 PM",6,0,0.00,None
11-21-2011,11-21-2011,"Fitzgerald Marine Reserve","City College of San Francisco"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","2:08 PM",11,0,0.00,None
11-22-2011,11-22-2011,"Fitzgerald Marine Reserve","Burlingame High School"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","1:45 PM",8,0,0.00,None
03-14-2012,03-14-2012,"Fitzgerald Marine Reserve","Lick Wilmerding HS"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","10:00 AM",20,0,0.00,None
05-08-2012,05-08-2012,"Fitzgerald Marine Reserve","Saint Francis High School"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","9:22 AM",9,0,0.00,None
05-23-2012,05-23-2012,"Fitzgerald Marine Reserve","Half Moon Bay High School"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","7:40 AM",10,0,0.00,None
05-23-2012,05-23-2012,"Fitzgerald Marine Reserve","Half Moon Bay High School"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","7:36 AM",5,0,0.00,None
02-05-2013,02-05-2013,"Fitzgerald Marine Reserve","Burlingame High School"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","12:40 PM",10,1,0.07,None
01-15-2014,01-15-2014,"Fitzgerald Marine Reserve","Farallones Marine Sanctuary Association"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","4:00 PM",5,0,0.00,None
05-20-2015,05-20-2015,"Fitzgerald Marine Reserve","Half Moon Bay High School"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","7:40 AM",15,0,0.00,None
11-23-2015,11-23-2015,"Fitzgerald Marine Reserve","City College of San Francisco"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","2:30 PM",35,0,0.00,None
10-16-2020,10-16-2020,"Fitzgerald Marine Reserve",GFA," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","4:40 PM",25,0,0.00,"Both Teacher and Coordinator"
04-26-2022,04-26-2022,"Fitzgerald Marine Reserve","Lick Wilmerding HS"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","2:15 PM",20,0,0.00,"Both Teacher and Coordinator"
04-24-2023,04-24-2023,"Fitzgerald Marine Reserve","Piedmont High School"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","8:45 AM",8,0,0.00,None
04-24-2023,04-24-2023,"Fitzgerald Marine Reserve","Piedmont High School"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","9:50 AM",4,0,0.00,None
01-08-2024,01-08-2024,"Fitzgerald Marine Reserve",GFA," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","12:00 AM",0,0,0.00,"Only Teacher"
01-08-2024,01-08-2024,"Fitzgerald Marine Reserve",GFA," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","12:00 AM",0,2,0.20,"Only Teacher"
11-01-2006,11-01-2006,"Fitzgerald Marine Reserve","Drew School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","2:45 PM",15,4,0.27,None
01-30-2007,01-30-2007,"Fitzgerald Marine Reserve","Farallones Marine Sanctuary Association"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","5:15 AM",20,5,0.33,None
02-23-2007,02-23-2007,"Fitzgerald Marine Reserve","El Camino HIgh School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","4:00 PM",15,4,0.27,None
02-26-2007,02-26-2007,"Fitzgerald Marine Reserve","Sacred Heart Cathedral Prep"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","1:30 PM",15,2,0.13,None
02-28-2007,02-28-2007,"Fitzgerald Marine Reserve","Sacred Heart Cathedral Prep"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","1:00 PM",15,4,0.27,None
02-28-2007,02-28-2007,"Fitzgerald Marine Reserve","Sacred Heart Cathedral Prep"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","1:20 PM",20,5,0.33,None
03-23-2007,03-23-2007,"Fitzgerald Marine Reserve","Saint Francis High School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","10:25 AM",15,1,0.07,None
03-28-2007,03-28-2007,"Fitzgerald Marine Reserve","Drew School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","2:35 PM",8,2,0.13,None
05-09-2007,05-09-2007,"Fitzgerald Marine Reserve","Clayton Valley High School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","11:50 AM",20,2,0.13,None
06-07-2007,06-07-2007,"Fitzgerald Marine Reserve","Lick Wilmerding HS"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","10:56 AM",13,2,0.13,None
06-07-2007,06-07-2007,"Fitzgerald Marine Reserve","Lick Wilmerding HS"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","9:50 AM",10,2,0.13,None
06-07-2007,06-07-2007,"Fitzgerald Marine Reserve","Lick Wilmerding HS"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","10:35 AM",20,3,0.20,None
07-03-2007,07-03-2007,"Fitzgerald Marine Reserve","Farallones Marine Sanctuary Association"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","8:00 AM",20,2,0.13,None
12-08-2007,12-08-2007,"Fitzgerald Marine Reserve","Farallones Marine Sanctuary Association"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","4:08 PM",11,8,0.53,None
01-18-2008,01-18-2008,"Fitzgerald Marine Reserve","Farallones Marine Sanctuary Association"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","2:50 PM",9,5,0.33,None
02-04-2008,02-04-2008,"Fitzgerald Marine Reserve","San Francisco State University"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","4:19 PM",10,6,0.40,None
02-04-2008,02-04-2008,"Fitzgerald Marine Reserve","San Francisco State University"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","3:55 PM",15,5,0.33,None
02-13-2008,02-13-2008,"Fitzgerald Marine Reserve","Lick Wilmerding HS"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","10:05 AM",10,4,0.27,None
02-13-2008,02-13-2008,"Fitzgerald Marine Reserve","Lick Wilmerding HS"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","10:48 AM",10,3,0.20,None
02-14-2008,02-14-2008,"Fitzgerald Marine Reserve","Lick Wilmerding HS"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","11:36 AM",10,3,0.20,None
02-14-2008,02-14-2008,"Fitzgerald Marine Reserve","Sacred Heart Cathedral Prep"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","11:10 AM",17,3,0.20,None
02-15-2008,02-15-2008,"Fitzgerald Marine Reserve","Lighthouse Community Charter"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","11:52 AM",22,3,0.20,None
03-02-2008,03-02-2008,"Fitzgerald Marine Reserve","Jewish Community High School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","1:45 PM",10,5,0.33,None
05-08-2008,05-08-2008,"Fitzgerald Marine Reserve","Fernando Rivera Intermediate"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","11:25 AM",25,5,0.33,None
05-09-2008,05-09-2008,"Fitzgerald Marine Reserve","Clayton Valley High School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","11:07 AM",15,9,0.60,None
10-28-2008,10-28-2008,"Fitzgerald Marine Reserve","Alavarado Elementary"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","3:05 PM",20,7,0.47,None
01-21-2009,01-21-2009,"Fitzgerald Marine Reserve","Farallones Marine Sanctuary Association"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","1:30 PM",5,6,0.40,None
02-04-2009,02-04-2009,"Fitzgerald Marine Reserve","Alavarado Elementary"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","3:30 PM",10,9,0.60,None
02-05-2009,02-05-2009,"Fitzgerald Marine Reserve","Keys School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","2:00 PM",15,3,0.20,None
05-27-2009,05-27-2009,"Fitzgerald Marine Reserve","Ulloa Elementary School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","10:30 AM",90,2,0.13,None
07-10-2009,07-10-2009,"Fitzgerald Marine Reserve","Farallones Marine Sanctuary Association"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","9:44 AM",11,8,0.53,None
11-04-2009,11-04-2009,"Fitzgerald Marine Reserve","The Urban School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","4:58 PM",10,1,0.07,None
11-04-2009,11-04-2009,"Fitzgerald Marine Reserve","The Urban School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","4:58 PM",8,1,0.07,None
11-05-2009,11-05-2009,"Fitzgerald Marine Reserve","GFA LiMPETS Teacher Workshop"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","9:44 AM",11,8,0.53,None
11-14-2009,11-14-2009,"Fitzgerald Marine Reserve","Farallones Marine Sanctuary Association"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","3:00 PM",20,3,0.20,None
11-16-2009,11-16-2009,"Fitzgerald Marine Reserve","Alavarado Elementary"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","2:17 PM",33,3,0.20,None
11-16-2009,11-16-2009,"Fitzgerald Marine Reserve","Alavarado Elementary"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","3:00 PM",30,2,0.13,None
12-02-2009,12-02-2009,"Fitzgerald Marine Reserve","Drew School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","3:50 PM",20,3,0.20,None
02-08-2010,02-08-2010,"Fitzgerald Marine Reserve","Terra Nova High School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","2:04 PM",14,1,0.07,None
03-22-2010,03-22-2010,"Fitzgerald Marine Reserve","Lick Wilmerding HS"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","12:53 PM",8,2,0.13,None
03-22-2010,03-22-2010,"Fitzgerald Marine Reserve","Lick Wilmerding HS"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","12:44 PM",7,2,0.13,None
03-23-2010,03-23-2010,"Fitzgerald Marine Reserve","Burlingame High School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","11:43 AM",7,2,0.13,None
04-20-2010,04-20-2010,"Fitzgerald Marine Reserve","Piedmont High School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Seastar Area - Total Count (150 m²)","10:45 AM",5,2,0.13,None
