Date,EventID,Site,School,Zone,Organism,Unit,Area,"Start Time","Count Length",Count,"Count per 10 m²","Checked By"
04-30-2013,04-30-2013,"Almar Avenue",UCSC," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Star Area (250 m²)","10:05 AM",15,20,0.80,None
04-30-2013,04-30-2013,"Almar Avenue","St. Mary's Gilroy"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Star Area (250 m²)","10:00 AM",45,45,1.80,None
08-08-2013,08-08-2013,"Almar Avenue","Camp SEA Lab"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Star Area (250 m²)","6:00 AM",35,40,1.60,None
08-08-2013,08-08-2013,"Almar Avenue","Camp SEA Lab"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Star Area (250 m²)","7:15 AM",36,37,1.48,None
01-27-2014,01-27-2014,"Almar Avenue",UCSC," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Star Area (250 m²)","4:00 PM",15,0,0.00,None
01-27-2014,01-27-2014,"Almar Avenue","MBNMS Exploration Center"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Star Area (250 m²)","2:15 PM",30,11,0.44,None
03-25-2014,03-25-2014,"Almar Avenue","St. Mary's Gilroy"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Star Area (250 m²)","12:17 PM",38,0,0.00,"Only Coordinator"
04-03-2014,04-03-2014,"Almar Avenue","Santa Cruz Montessori School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Star Area (250 m²)","8:46 AM",15,0,0.00,None
07-15-2014,07-15-2014,"Almar Avenue","MBNMS Exploration Center"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Star Area (250 m²)","8:40 AM",20,16,0.64,None
03-19-2015,03-19-2015,"Almar Avenue","MBNMS Exploration Center"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Star Area (250 m²)","5:00 PM",20,3,0.12,None
04-23-2015,04-23-2015,"Almar Avenue","St. Mary's Gilroy"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Star Area (250 m²)","9:40 AM",120,2,0.08,None
06-07-2015,06-07-2015,"Almar Avenue","MBNMS Exploration Center"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Star Area (250 m²)","9:20 AM",25,8,0.32,None
05-02-2016,05-02-2016,"Almar Avenue","Mission College"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Star Area (250 m²)","3:00 PM",20,13,0.52,None
05-12-2016,05-12-2016,"Almar Avenue","St. Mary's Gilroy"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Star Area (250 m²)","10:15 AM",120,13,0.52,None
04-24-2018,04-24-2018,"Almar Avenue","St. Mary's Gilroy"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Star Area (250 m²)","12:00 AM",0,7,0.28,"Both Teacher and Coordinator"
05-21-2018,05-21-2018,"Almar Avenue","Menlo-Atherton High School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Star Area (250 m²)","12:00 AM",0,1,0.04,"Only Coordinator"
05-04-2019,05-04-2019,"Almar Avenue","UCSC Cal Nat"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Star Area (250 m²)","7:07 AM",15,8,0.32,"Only Coordinator"
01-23-2020,01-23-2020,"Almar Avenue","Pacific Grove Museum of Natural History"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Star Area (250 m²)","12:00 AM",30,19,0.76,"Both Teacher and Coordinator"
02-05-2020,02-05-2020,"Almar Avenue","Delta High School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Star Area (250 m²)","12:00 AM",10,9,0.36,"Both Teacher and Coordinator"
02-05-2020,02-05-2020,"Almar Avenue","Delta High School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Star Area (250 m²)","12:00 AM",10,10,0.40,"Both Teacher and Coordinator"
03-24-2021,03-24-2021,"Almar Avenue","Pacific Grove Museum of Natural History"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Star Area (250 m²)","3:15 AM",30,7,0.28,"Both Teacher and Coordinator"
04-21-2022,04-21-2022,"Almar Avenue","Coast Redwood High School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Star Area (250 m²)","12:00 AM",0,6,0.24,"Both Teacher and Coordinator"
