Date,EventID,Site,School,Zone,Organism,Unit,Area,"Start Time","Count Length",Count,"Count per 10 m²","Checked By"
03-16-2015,03-16-2015,"Natural Bridges","Lincoln High School"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","3:00 PM",60,3,0.06,None
03-24-2015,03-24-2015,"Natural Bridges","Pacific Grove Museum of Natural History"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","10:05 AM",15,2,0.04,None
05-09-2015,05-09-2015,"Natural Bridges","Pacific Grove Museum of Natural History"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","9:55 AM",60,5,0.09,None
12-24-2015,12-24-2015,"Natural Bridges",UCSC," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","4:15 PM",35,3,0.06,None
02-18-2016,02-18-2016,"Natural Bridges","Watsonville High School"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","1:40 AM",20,2,0.04,None
02-19-2016,02-19-2016,"Natural Bridges","Menlo Altherton High School (deactivated)"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","2:20 PM",30,2,0.04,None
04-16-2016,04-16-2016,"Natural Bridges","Pacific Grove Museum of Natural History"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","1:30 PM",30,5,0.09,None
04-16-2016,04-16-2016,"Natural Bridges","Pacific Grove Museum of Natural History"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","2:00 PM",20,5,0.09,None
02-06-2017,02-06-2017,"Natural Bridges","Western Sierra Collegiate Academy"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","12:00 AM",0,6,0.11,"Only Teacher"
02-06-2017,02-06-2017,"Natural Bridges","Western Sierra Collegiate Academy"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","12:00 AM",0,5,0.09,"Only Teacher"
03-07-2017,03-07-2017,"Natural Bridges","Lincoln High School"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","12:00 AM",0,6,0.11,"Only Coordinator"
03-12-2017,03-12-2017,"Natural Bridges","Vanguard University"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","12:00 AM",60,2,0.04,"Both Teacher and Coordinator"
04-15-2017,04-15-2017,"Natural Bridges","Pacific Grove Museum of Natural History"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","9:30 AM",30,9,0.17,"Only Coordinator"
05-27-2017,05-27-2017,"Natural Bridges","Pacific Grove Museum of Natural History"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","7:15 AM",45,16,0.30,"Both Teacher and Coordinator"
03-26-2018,03-26-2018,"Natural Bridges","Lincoln High School"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","12:00 AM",0,4,0.07,"Only Coordinator"
04-11-2018,04-11-2018,"Natural Bridges","Cabrillo College"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","12:00 AM",0,2,0.04,"Only Coordinator"
05-05-2018,05-05-2018,"Natural Bridges","Pacific Grove Museum of Natural History"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","12:00 AM",0,8,0.15,"Only Coordinator"
05-22-2018,05-22-2018,"Natural Bridges","Menlo-Atherton High School"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","12:00 AM",0,5,0.09,"Only Coordinator"
01-23-2020,01-23-2020,"Natural Bridges","Pacific Grove Museum of Natural History"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","12:00 AM",40,18,0.33,"Both Teacher and Coordinator"
03-06-2020,03-06-2020,"Natural Bridges","Center for Advanced Research and Technology (CART)"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","12:00 AM",20,20,0.37,"Both Teacher and Coordinator"
08-20-2020,08-20-2020,"Natural Bridges","Pacific Grove Museum of Natural History"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","12:00 AM",30,8,0.15,"Both Teacher and Coordinator"
02-08-2021,02-08-2021,"Natural Bridges","Pacific Grove Museum of Natural History"," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","12:00 AM",30,10,0.19,"Both Teacher and Coordinator"
03-25-2022,03-25-2022,"Natural Bridges",CART," --- ","Ochre sea star (Orange) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","1:33 PM",13,1,0.02,"Both Teacher and Coordinator"
03-24-2007,03-24-2007,"Natural Bridges","Center for Advanced Research and Technology (CART)"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","11:00 AM",15,45,0.83,None
03-24-2007,03-24-2007,"Natural Bridges","Center for Advanced Research and Technology (CART)"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","11:00 AM",15,34,0.63,None
03-24-2007,03-24-2007,"Natural Bridges","Center for Advanced Research and Technology (CART)"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","11:00 AM",15,36,0.67,None
03-24-2007,03-24-2007,"Natural Bridges","Center for Advanced Research and Technology (CART)"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","11:00 AM",15,47,0.87,None
03-07-2009,03-07-2009,"Natural Bridges","Center for Advanced Research and Technology (CART)"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","2:10 PM",153,41,0.76,None
03-07-2009,03-07-2009,"Natural Bridges","Center for Advanced Research and Technology (CART)"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","2:40 PM",180,22,0.41,None
03-07-2009,03-07-2009,"Natural Bridges","Center for Advanced Research and Technology (CART)"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","2:10 PM",147,30,0.56,None
03-07-2009,03-07-2009,"Natural Bridges","Center for Advanced Research and Technology (CART)"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","2:10 PM",150,43,0.80,None
04-04-2009,04-04-2009,"Natural Bridges",UCSC," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","3:06 PM",45,122,2.26,None
12-02-2009,12-02-2009,"Natural Bridges","Pacific Collegiate School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","3:30 PM",30,269,4.98,None
12-05-2009,12-05-2009,"Natural Bridges","Pacific Collegiate School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","3:30 PM",19,218,4.04,None
03-20-2010,03-20-2010,"Natural Bridges","Center for Advanced Research and Technology (CART)"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","9:00 AM",60,96,1.78,None
04-23-2010,04-23-2010,"Natural Bridges",UCSC," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","9:10 AM",30,105,1.94,None
08-03-2011,08-03-2011,"Natural Bridges","GFA LiMPETS Teacher Workshop"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","8:20 AM",15,28,0.52,None
08-03-2011,08-03-2011,"Natural Bridges","GFA LiMPETS Teacher Workshop"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","8:45 AM",20,47,0.87,None
08-03-2011,08-03-2011,"Natural Bridges","GFA LiMPETS Teacher Workshop"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","8:58 AM",14,45,0.83,None
10-26-2011,10-26-2011,"Natural Bridges","Aptos High School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","5:00 PM",60,43,0.80,None
10-26-2011,10-26-2011,"Natural Bridges","Aptos High School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","5:00 PM",60,60,1.11,None
08-06-2013,08-06-2013,"Natural Bridges","Camp SEA Lab"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","6:15 AM",45,100,1.85,None
10-18-2013,10-18-2013,"Natural Bridges",UCSC," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","5:45 PM",75,3,0.06,None
10-18-2013,10-18-2013,"Natural Bridges",UCSC," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","5:45 PM",60,4,0.07,None
04-22-2014,04-22-2014,"Natural Bridges","Skyline High School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","11:41 AM",12,0,0.00,None
05-20-2014,05-20-2014,"Natural Bridges","Pacific Grove Museum of Natural History"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","11:07 AM",13,0,0.00,None
05-21-2014,05-21-2014,"Natural Bridges","Pacific Grove Museum of Natural History"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","11:30 AM",21,0,0.00,None
06-01-2014,06-01-2014,"Natural Bridges","Pacific Grove Museum of Natural History"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","8:16 AM",20,44,0.81,None
11-22-2014,11-22-2014,"Natural Bridges","Glacier High School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","4:24 PM",5,14,0.26,None
12-04-2014,12-04-2014,"Natural Bridges","Lincoln High School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","3:00 PM",60,0,0.00,None
02-27-2015,02-27-2015,"Natural Bridges","Pacific Grove Museum of Natural History"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","1:25 PM",15,1,0.02,None
03-16-2015,03-16-2015,"Natural Bridges","Lincoln High School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","3:00 PM",60,8,0.15,None
03-24-2015,03-24-2015,"Natural Bridges","Pacific Grove Museum of Natural History"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","10:05 AM",15,7,0.13,None
05-09-2015,05-09-2015,"Natural Bridges","Pacific Grove Museum of Natural History"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","9:55 AM",60,26,0.48,None
12-24-2015,12-24-2015,"Natural Bridges",UCSC," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","4:15 PM",35,17,0.31,None
02-18-2016,02-18-2016,"Natural Bridges","Watsonville High School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","1:40 AM",20,1,0.02,None
02-19-2016,02-19-2016,"Natural Bridges","Menlo Altherton High School (deactivated)"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","2:20 PM",30,1,0.02,None
04-16-2016,04-16-2016,"Natural Bridges","Pacific Grove Museum of Natural History"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","1:30 PM",30,7,0.13,None
04-16-2016,04-16-2016,"Natural Bridges","Pacific Grove Museum of Natural History"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","2:00 PM",20,4,0.07,None
02-06-2017,02-06-2017,"Natural Bridges","Western Sierra Collegiate Academy"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","12:00 AM",0,7,0.13,"Only Teacher"
02-06-2017,02-06-2017,"Natural Bridges","Western Sierra Collegiate Academy"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","12:00 AM",0,6,0.11,"Only Teacher"
03-07-2017,03-07-2017,"Natural Bridges","Lincoln High School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","12:00 AM",0,16,0.30,"Only Coordinator"
03-12-2017,03-12-2017,"Natural Bridges","Vanguard University"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","12:00 AM",60,10,0.19,"Both Teacher and Coordinator"
04-15-2017,04-15-2017,"Natural Bridges","Pacific Grove Museum of Natural History"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","9:30 AM",30,33,0.61,"Only Coordinator"
05-27-2017,05-27-2017,"Natural Bridges","Pacific Grove Museum of Natural History"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","7:15 AM",45,76,1.41,"Both Teacher and Coordinator"
03-26-2018,03-26-2018,"Natural Bridges","Lincoln High School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","12:00 AM",0,7,0.13,"Only Coordinator"
04-11-2018,04-11-2018,"Natural Bridges","Cabrillo College"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","12:00 AM",0,8,0.15,"Only Coordinator"
05-05-2018,05-05-2018,"Natural Bridges","Pacific Grove Museum of Natural History"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","12:00 AM",0,10,0.19,"Only Coordinator"
05-22-2018,05-22-2018,"Natural Bridges","Menlo-Atherton High School"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","12:00 AM",0,3,0.06,"Only Coordinator"
01-23-2020,01-23-2020,"Natural Bridges","Pacific Grove Museum of Natural History"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","12:00 AM",40,36,0.67,"Both Teacher and Coordinator"
03-06-2020,03-06-2020,"Natural Bridges","Center for Advanced Research and Technology (CART)"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","12:00 AM",20,52,0.96,"Both Teacher and Coordinator"
08-20-2020,08-20-2020,"Natural Bridges","Pacific Grove Museum of Natural History"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","12:00 AM",30,16,0.30,"Both Teacher and Coordinator"
02-08-2021,02-08-2021,"Natural Bridges","Pacific Grove Museum of Natural History"," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","12:00 AM",30,28,0.52,"Both Teacher and Coordinator"
03-25-2022,03-25-2022,"Natural Bridges",CART," --- ","Ochre sea star (Purple/Brown) - Pisaster ochraceus","Total individual count","Sea Stars (540 m²)","1:33 PM",13,19,0.35,"Both Teacher and Coordinator"
